D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,hours,rank
1:0,2:2,0:1,2:0,0:1,0:0,6:6,7:4,2:1,1:1,0:1,0:0,1:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 17 Hours Ago,3864
12:7,0:0,1:3,1:1,2:4,0:0,0:2,0:0,1:3,0:3,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,4:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,3864
2:0,2:0,1:3,0:1,1:0,2:0,3:2,10:4,1:1,0:0,0:0,0:0,0:0,1:0,0:0,0:2,0:0,0:1,2:3,0:0,1:0,2:0,1:1,0:0,0:0,0:0,Updated : 15 Hours Ago,3864
0:3,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,1:1,0:1,0:0,0:1,0:0,0:0,0:1,0:0,21:15,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,3864
0:0,0:0,1:3,0:1,2:3,0:0,1:1,0:0,0:1,0:0,0:0,2:1,0:1,0:0,1:2,1:1,0:0,0:0,20:10,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,3864
2:1,1:1,4:4,0:0,0:0,6:7,1:0,0:0,3:5,0:0,1:3,0:0,0:2,0:0,0:1,0:2,0:0,0:0,1:1,0:0,0:0,0:3,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,3864
2:0,3:3,2:3,0:1,0:1,2:0,0:4,4:4,1:3,0:0,0:1,1:0,2:2,0:1,0:0,5:3,0:1,0:0,0:1,0:0,0:0,0:0,1:1,0:0,0:0,0:0,Updated : 16 Hours Ago,3864
5:8,0:1,5:6,0:0,0:1,2:4,0:1,1:0,2:2,1:0,0:0,1:0,0:0,0:0,0:1,1:2,0:0,0:0,6:5,5:3,0:0,0:2,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3864
1:0,0:0,5:1,3:2,0:0,5:10,0:0,0:0,3:1,0:0,0:0,2:1,0:0,0:0,0:0,10:9,1:0,0:0,3:3,0:0,0:0,6:4,0:0,0:0,0:1,0:0,Updated : 32 Hours Ago,3864
0:1,0:0,3:5,0:0,0:0,35:24,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,3864
7:2,1:2,2:2,4:2,2:2,8:7,0:2,0:0,5:9,1:1,0:2,1:1,0:0,0:0,0:0,1:2,0:0,1:1,0:1,0:1,1:0,0:2,0:1,2:0,0:0,0:0,Updated : 16 Hours Ago,3864
4:3,0:0,7:4,0:0,0:0,23:22,0:0,0:0,2:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,1:0,0:0,1:3,0:1,0:1,0:0,0:0,Updated : 64 Hours Ago,3864
0:1,0:0,0:0,0:0,0:0,43:43,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,3:1,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3864
11:6,11:6,0:0,1:1,0:2,1:0,3:5,16:4,7:2,1:0,2:1,0:0,4:1,1:1,1:0,0:0,1:0,0:1,1:0,0:0,0:0,0:1,0:1,2:0,0:0,0:0,Updated : 18 Hours Ago,3864
6:11,3:2,7:4,11:7,1:1,4:6,1:0,1:2,5:5,0:0,1:0,0:0,1:1,0:0,0:0,4:6,0:0,0:1,3:4,2:1,1:0,1:3,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,3864
36:19,0:2,13:13,4:3,4:4,0:0,0:2,0:2,1:2,0:0,0:0,1:1,7:12,0:0,0:0,1:2,0:0,0:0,5:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,3864
2:7,0:0,0:1,2:5,2:1,4:6,0:2,0:3,3:2,0:1,1:1,5:2,0:1,71:46,0:0,1:1,1:0,0:0,6:2,1:0,0:0,0:0,0:1,0:0,1:1,1:0,Updated : 10 Hours Ago,3864
6:4,13:10,0:1,3:6,3:8,10:13,20:13,18:12,8:11,1:0,4:4,2:2,3:3,0:1,1:1,1:1,0:3,1:2,7:7,0:0,1:1,1:2,1:1,0:0,1:1,0:0,Updated : 15 Hours Ago,3864
6:12,10:8,37:20,3:7,1:5,7:10,25:16,12:12,11:13,3:1,16:18,2:2,2:1,3:2,0:2,2:8,0:1,0:0,10:8,1:1,0:0,4:4,2:2,0:1,3:3,0:0,Updated : 4 Hours Ago,3864
0:0,2:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3863
0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,1:1,0:0,0:0,5:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3863
0:0,0:1,0:0,1:3,0:0,0:0,0:2,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 15 Hours Ago,3863
0:0,0:0,1:0,1:0,0:0,0:0,4:3,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 44 Hours Ago,3863
0:0,0:0,1:0,0:0,0:0,3:1,0:0,0:0,6:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3863
0:0,0:0,0:0,0:0,6:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:4,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,3863
0:0,0:0,0:0,2:0,0:0,0:0,3:0,0:0,0:0,0:0,0:0,0:0,7:2,0:0,0:0,0:1,0:0,0:0,1:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,3863
2:0,1:0,1:0,0:0,0:0,0:4,2:0,3:2,5:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3863
0:0,0:1,0:0,0:1,1:1,0:1,0:1,0:0,10:8,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 63 Hours Ago,3863
0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,5:4,0:0,0:0,0:0,6:8,0:0,0:0,1:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 38 Hours Ago,3863
0:0,0:0,1:0,0:0,0:0,13:13,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3863
0:0,0:0,1:3,0:0,0:0,26:10,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3863
0:1,0:0,5:4,0:0,0:0,3:5,0:1,0:0,2:3,0:1,1:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,1:0,0:0,2:1,3:4,1:1,0:0,Updated : 43 Hours Ago,3863
5:3,0:1,0:1,1:2,1:1,1:0,0:0,2:1,1:1,0:0,0:0,2:1,2:1,0:0,0:1,6:3,0:0,0:0,6:2,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3863
0:0,5:4,2:1,1:1,0:0,0:0,4:2,10:4,1:4,0:0,2:4,0:0,2:1,0:0,0:1,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,1:1,0:0,Updated : 278 Hours Ago,3863
1:0,0:1,0:0,0:0,0:0,0:0,3:5,0:0,0:1,0:0,31:21,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,3863
8:5,0:0,6:2,1:1,1:2,10:5,0:0,0:0,1:2,0:0,0:0,0:2,0:0,0:0,0:0,0:1,0:0,0:0,8:9,0:0,0:0,1:2,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,3863
0:0,0:4,0:0,29:16,0:0,0:0,0:1,1:3,1:3,0:1,3:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 18 Hours Ago,3863
5:9,0:0,8:10,2:3,2:0,5:2,0:0,3:4,1:1,0:0,0:0,3:2,0:0,0:0,0:0,0:0,0:0,0:0,3:4,0:0,0:0,0:1,0:0,0:0,0:1,0:0,Updated : 21 Hours Ago,3863
2:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,22:11,0:0,0:0,17:10,0:0,0:0,3:1,0:0,0:0,0:0,0:0,Updated : 73 Hours Ago,3863
5:0,5:4,4:1,2:0,0:1,3:2,4:9,1:0,6:1,4:1,1:6,1:1,1:1,0:0,0:0,1:1,0:0,0:0,2:2,0:0,0:0,0:0,4:1,0:0,0:0,1:0,Updated : 344 Hours Ago,3863
3:3,1:1,0:2,0:0,0:1,20:20,6:2,1:0,3:3,0:1,1:0,0:1,1:0,0:0,0:0,0:0,0:0,1:1,0:1,1:0,0:0,2:0,0:0,1:1,0:0,0:0,Updated : 16 Hours Ago,3863
4:4,1:4,3:2,1:1,4:3,0:0,1:1,13:13,2:2,0:0,0:3,2:1,0:2,0:0,0:0,0:0,0:0,0:1,7:6,3:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 5 Hours Ago,3863
0:0,0:0,49:54,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 18 Hours Ago,3863
5:2,0:0,7:3,2:2,1:2,7:6,1:0,0:0,1:1,0:0,0:0,4:1,0:0,3:1,0:0,12:13,0:0,1:0,14:12,0:0,0:1,7:6,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3863
1:3,23:14,2:1,0:2,7:4,1:3,11:9,2:3,2:0,0:2,0:1,0:1,0:2,0:0,0:0,3:2,0:0,0:1,2:1,0:0,2:3,0:1,0:4,1:0,1:2,1:1,Updated : 16 Hours Ago,3863
4:8,0:0,19:17,3:2,1:3,2:3,0:0,0:2,5:5,1:0,0:0,6:4,0:1,0:0,0:0,8:6,0:0,0:0,20:11,0:0,0:0,2:1,0:0,0:0,0:1,0:0,Updated : 15 Hours Ago,3863
40:38,1:1,4:15,0:0,9:20,0:0,0:0,0:0,1:4,0:0,0:0,1:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3863
5:4,1:0,0:0,2:1,1:1,1:0,9:9,23:29,0:2,0:1,13:9,1:0,1:0,1:0,0:0,4:1,0:1,1:0,2:1,0:0,1:0,0:0,11:13,0:0,0:0,0:0,Updated : 11 Hours Ago,3863
1:5,0:0,0:1,0:0,0:5,102:94,0:0,0:0,0:0,2:3,0:0,0:0,0:1,0:0,0:0,5:7,0:0,0:0,1:0,0:0,0:0,19:14,0:0,0:0,0:0,0:1,Updated : 5 Hours Ago,3863
0:0,0:1,2:0,0:0,1:0,1:0,0:0,1:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 59 Hours Ago,3862
0:0,0:0,0:0,0:0,0:0,8:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,3862
0:1,1:0,4:0,0:0,0:1,1:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,3862
0:0,0:0,0:0,4:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 76 Hours Ago,3862
0:0,0:0,0:0,0:0,1:2,2:0,0:0,0:0,0:0,0:0,0:0,2:0,3:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,3862
0:0,1:3,0:0,0:0,1:1,0:0,2:1,1:1,1:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,Updated : 32 Hours Ago,3862
0:0,2:4,1:0,1:0,0:0,0:2,0:0,0:1,3:5,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,3862
3:4,0:0,0:0,2:3,1:0,0:1,0:1,0:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,3862
0:0,0:1,0:0,0:1,0:0,0:0,0:0,2:3,1:1,2:0,0:0,0:2,0:0,0:1,0:0,0:1,0:0,1:2,0:0,2:1,0:0,0:0,1:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3862
1:0,1:0,0:0,1:2,0:1,0:0,0:0,1:0,1:1,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,8:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3862
0:0,0:0,1:0,8:4,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,6:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3862
2:3,0:0,5:4,0:0,1:1,1:3,0:0,0:0,1:1,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,1:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,3862
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,8:3,8:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:3,1:1,0:0,0:0,Updated : 115 Hours Ago,3862
10:10,0:0,0:1,0:1,0:1,0:0,0:0,1:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,4:3,0:0,0:0,6:4,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 111 Hours Ago,3862
0:1,0:0,1:1,1:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,3:2,0:0,0:0,18:11,0:1,0:0,0:0,0:0,Updated : 15 Hours Ago,3862
0:0,3:7,1:0,0:0,2:1,0:1,2:3,8:6,0:0,1:1,0:4,0:0,0:3,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:1,1:0,Updated : 16 Hours Ago,3862
8:7,0:0,3:2,2:4,0:1,2:2,0:1,0:1,0:0,0:0,0:0,2:1,0:1,0:0,0:0,2:2,0:0,0:1,5:3,0:0,0:0,1:0,0:0,0:1,0:0,0:0,Updated : 58 Hours Ago,3862
1:3,0:1,4:3,2:4,0:1,5:8,0:0,0:0,0:0,0:0,0:0,1:3,0:1,0:0,0:0,2:4,0:0,0:0,6:5,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 15 Hours Ago,3862
6:9,1:1,6:4,0:3,3:2,0:2,0:2,1:0,8:9,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:1,0:0,1:3,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,3862
0:1,3:5,3:0,2:1,1:1,0:0,10:10,1:1,5:3,0:0,5:4,0:0,3:3,0:0,0:0,1:2,0:0,0:1,4:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 18 Hours Ago,3862
2:4,4:6,0:2,1:0,1:4,0:1,7:5,14:6,0:2,0:2,0:2,0:2,3:4,0:0,1:0,0:2,1:0,1:1,5:2,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3862
54:33,0:0,0:2,0:0,4:5,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,1:0,0:0,1:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,3862
15:7,1:3,2:1,2:3,14:15,2:3,0:0,0:0,0:1,1:1,0:0,9:3,3:6,0:0,0:0,1:2,0:0,1:2,5:6,0:0,0:0,2:1,0:0,0:0,1:0,0:0,Updated : 21 Hours Ago,3862
28:23,3:5,2:3,3:3,3:2,7:6,0:0,9:10,9:8,0:0,1:0,2:0,1:2,0:0,0:1,6:4,0:0,0:3,14:12,0:0,0:1,7:4,0:1,0:1,0:1,0:0,Updated : 61 Hours Ago,3862
0:0,0:0,1:2,0:1,0:0,132:102,0:0,0:0,8:13,0:0,0:4,0:0,0:0,0:0,0:0,2:2,0:0,0:0,3:1,0:0,0:0,4:10,0:1,0:1,0:0,0:2,Updated : 26 Hours Ago,3862
7:6,6:5,1:4,9:9,15:12,3:2,9:6,67:40,3:4,3:10,2:2,3:1,7:8,0:0,1:1,3:6,1:1,8:8,12:11,0:0,0:0,2:7,0:0,0:1,1:2,1:1,Updated : 17 Hours Ago,3862
142:100,0:2,4:4,30:24,9:9,0:0,0:0,0:0,0:0,6:24,0:1,6:8,2:6,0:0,0:1,0:0,0:1,1:7,21:22,0:0,0:0,0:0,1:1,0:0,1:8,1:0,Updated : 18 Hours Ago,3862
0:0,0:0,0:1,0:0,0:0,0:0,1:1,1:1,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 44 Hours Ago,3861
0:0,0:0,0:1,0:0,0:0,8:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 10 Hours Ago,3861
1:0,0:0,0:1,2:1,0:0,0:0,1:0,4:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 6 Hours Ago,3861
0:1,0:0,2:1,0:1,0:0,4:2,1:0,0:0,3:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 266 Hours Ago,3861
1:0,0:0,0:1,1:1,0:1,0:1,0:2,1:2,0:0,0:0,0:1,0:0,0:1,0:0,0:0,1:1,0:0,0:0,3:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3861
0:0,4:5,1:1,1:0,0:0,0:0,2:2,1:0,0:0,0:0,1:0,0:0,0:1,0:0,0:0,0:0,0:1,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3861
0:1,1:3,0:0,0:2,1:0,0:0,4:4,1:1,1:1,0:0,0:1,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3861
1:2,0:0,0:0,0:0,5:3,0:0,4:3,0:0,1:0,0:0,1:0,0:0,0:0,0:0,0:0,2:3,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 18 Hours Ago,3861
0:0,0:0,0:2,0:1,2:3,0:0,0:2,0:2,1:0,0:0,7:2,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 17 Hours Ago,3861
1:1,2:4,1:1,0:1,1:1,0:0,4:1,2:1,0:2,0:0,0:1,0:1,0:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,3861
0:1,0:0,0:0,0:0,11:4,0:2,0:1,0:0,4:0,0:0,0:0,0:0,0:1,0:0,0:0,2:1,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,3861
4:1,0:0,0:1,0:1,5:4,1:0,0:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,9:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 122 Hours Ago,3861
0:2,1:1,3:3,2:3,1:2,1:2,2:2,3:1,1:4,0:0,1:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:2,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 77 Hours Ago,3861
1:1,0:0,1:2,0:0,0:1,9:15,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,5:4,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,3861
0:0,0:0,0:1,0:0,0:0,16:23,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3861
0:3,0:0,11:11,1:0,0:1,1:0,0:0,0:1,6:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,3861
0:2,1:0,0:1,2:1,2:0,0:0,4:2,5:3,1:3,0:0,1:1,2:1,0:0,0:0,0:0,0:0,0:0,0:1,0:1,2:2,0:0,0:0,3:4,0:0,0:0,1:0,Updated : 29 Hours Ago,3861
23:9,0:0,0:0,11:5,5:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3861
0:2,1:0,0:1,2:1,2:0,0:0,4:2,5:3,1:3,0:0,1:1,2:1,0:0,0:0,0:0,0:0,0:0,0:1,0:1,2:2,0:0,0:0,3:4,0:0,0:0,1:0,Updated : 29 Hours Ago,3861
23:9,0:0,0:0,11:5,5:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3861
9:4,0:2,6:4,4:3,2:1,0:7,0:1,2:1,1:4,0:0,0:1,0:1,1:3,0:0,0:0,0:4,0:0,0:0,2:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,3861
0:0,9:11,1:3,7:5,1:0,0:1,12:9,10:10,2:1,0:1,2:1,0:1,3:4,1:0,1:0,0:1,0:1,0:4,1:2,0:0,0:0,0:1,12:16,0:0,0:1,0:1,Updated : 7 Hours Ago,3861
2:8,0:1,9:9,0:0,1:2,36:29,0:0,0:0,19:21,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,2:1,0:1,0:1,0:0,0:0,Updated : 48 Hours Ago,3861
4:1,11:5,6:4,11:7,1:1,0:3,11:8,6:4,11:7,2:0,2:1,3:0,4:3,0:0,1:0,4:5,0:0,2:1,10:4,0:0,1:0,1:0,1:1,0:0,1:2,0:0,Updated : 6 Hours Ago,3861
2:2,2:5,0:1,12:8,6:1,2:2,6:5,22:19,6:7,1:3,2:4,1:2,1:2,0:1,1:1,2:3,0:1,2:2,1:0,0:0,1:1,0:1,16:11,0:0,0:0,1:1,Updated : 19 Hours Ago,3861
0:0,0:0,0:0,0:0,0:0,0:0,7:2,0:0,0:0,0:0,0:2,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 118 Hours Ago,3860
0:0,1:2,0:1,0:0,0:0,0:1,1:1,0:0,0:0,0:0,2:1,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 46 Hours Ago,3860
0:1,0:0,0:0,1:0,0:1,0:0,1:0,0:2,1:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,Updated : 16 Hours Ago,3860
0:0,0:0,4:4,0:0,0:0,0:0,0:0,0:0,3:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,Updated : 2 Hours Ago,3860
0:1,1:0,0:0,1:0,1:0,0:0,2:0,3:2,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,3860
0:0,0:0,0:0,0:1,1:0,0:0,0:0,0:0,1:1,0:0,5:3,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 16 Hours Ago,3860
0:1,0:0,5:3,0:1,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:3,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,3860
0:0,0:0,6:9,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3860
0:0,2:0,0:0,0:0,0:0,0:0,5:4,0:1,0:0,0:0,4:2,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3860
0:0,3:1,2:0,1:0,8:3,0:0,0:0,1:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,1:0,0:0,Updated : 39 Hours Ago,3860
0:0,0:0,0:0,0:0,0:0,11:10,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,2:1,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3860
2:2,0:0,3:0,1:1,1:1,0:2,1:0,0:1,2:0,1:0,0:0,1:0,0:0,0:0,0:0,2:1,0:0,0:0,4:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3860
1:1,0:0,2:3,1:0,0:1,6:4,0:0,0:0,4:3,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,3860
