D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,rank
1:1,3:7,2:1,2:0,2:0,1:1,7:5,21:7,1:2,0:0,2:1,0:0,4:0,0:0,0:0,0:0,0:0,2:0,3:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,3616
1:2,2:3,2:1,1:0,6:6,2:0,6:8,1:2,2:1,1:0,6:2,1:1,2:3,0:0,0:0,1:0,0:0,2:0,0:4,1:3,0:0,2:4,1:0,0:0,0:0,0:0,3616
5:4,8:8,0:1,1:4,5:5,0:1,9:8,5:4,11:6,1:1,2:4,0:0,1:2,0:0,0:0,3:1,0:0,1:1,1:3,0:1,1:0,1:1,0:0,0:0,1:0,0:0,3533
25:16,0:0,0:0,0:0,2:0,14:8,0:0,0:0,8:7,0:0,0:0,2:2,0:1,0:0,0:0,0:1,0:0,1:1,4:3,1:1,0:0,1:0,0:0,0:0,0:0,0:0,3616
1:6,0:0,0:1,0:0,0:0,45:42,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,3616
0:0,0:0,13:14,0:0,14:10,0:0,0:1,0:0,18:20,0:0,0:0,0:0,0:2,0:0,0:0,1:4,0:0,0:0,0:1,0:0,0:0,2:0,0:2,0:0,0:0,0:0,3616
3:0,1:1,6:5,3:4,13:5,3:2,1:0,1:0,6:6,0:0,0:0,0:0,1:2,0:0,0:0,15:10,0:0,0:1,8:5,0:0,0:0,2:2,0:0,0:0,0:0,0:0,3616
45:10,2:0,0:0,5:1,3:0,0:0,2:1,6:4,1:3,0:0,11:2,0:0,0:0,1:0,0:0,4:1,0:0,0:0,4:5,0:0,0:0,0:0,0:0,0:0,1:0,0:0,3616
0:0,0:0,0:0,0:1,0:1,2:3,0:0,0:0,2:2,0:0,0:0,1:1,0:0,0:0,0:1,17:10,0:0,0:0,24:34,0:0,0:0,8:8,0:0,0:0,0:0,0:0,3616
6:6,3:4,0:1,1:1,7:3,1:3,3:2,2:5,5:6,0:2,23:10,0:1,1:2,0:1,1:1,2:3,0:3,1:4,3:4,0:0,0:0,1:0,0:2,1:2,0:1,0:0,3616
2:3,3:7,2:0,1:2,1:2,0:0,12:12,7:10,6:2,1:1,13:10,0:1,3:4,0:0,0:1,1:3,0:1,2:2,3:3,0:0,0:1,2:2,4:5,0:1,0:1,0:0,3616
1:3,0:0,19:14,0:0,0:0,45:45,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,4:6,0:0,1:2,0:0,0:0,0:0,0:0,3616
3:5,2:2,9:5,6:8,4:3,2:4,0:0,8:5,3:5,1:0,0:0,3:0,0:1,0:0,0:0,4:6,0:0,0:0,24:20,3:1,0:0,1:2,0:1,0:0,1:0,0:0,3616
0:0,1:1,0:1,1:1,1:1,25:30,9:3,25:8,6:8,3:0,4:1,0:0,4:2,0:0,0:0,0:0,1:0,2:1,0:0,1:0,0:1,0:0,1:0,0:0,0:1,0:0,3616
2:0,18:13,0:2,0:0,16:9,0:0,5:7,6:3,20:25,0:0,5:4,0:0,5:3,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,3616
1:4,6:8,1:2,5:7,2:4,5:1,5:6,21:19,2:1,2:2,2:2,0:1,2:1,0:2,1:0,1:0,3:4,0:3,5:3,9:4,0:0,0:0,1:1,1:1,0:0,1:0,3616
0:0,0:0,4:3,6:8,4:6,0:0,0:1,28:21,22:27,0:1,0:0,0:0,1:1,0:0,0:0,4:2,0:0,1:1,2:3,0:0,2:1,0:0,0:0,0:1,0:1,0:0,3616
0:0,0:0,0:0,0:0,0:0,95:90,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:2,0:0,0:0,0:0,1:1,3616
12:9,1:0,1:3,11:13,4:2,0:3,0:1,0:3,11:14,0:1,0:1,1:2,1:4,0:0,0:2,14:10,0:2,0:0,36:22,0:0,0:0,5:3,0:1,0:0,0:0,0:0,3616
7:4,0:0,0:0,0:0,0:0,16:18,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,83:79,0:0,0:0,0:0,0:0,3616
13:5,0:1,14:13,25:28,4:4,19:12,4:4,0:0,6:9,8:8,0:3,10:8,3:3,0:0,0:1,11:7,0:0,0:2,6:4,3:1,0:0,0:2,0:0,0:0,2:1,1:1,3616
22:18,0:1,15:14,6:8,18:9,5:5,0:1,9:21,5:13,0:1,5:7,2:2,8:5,1:0,1:1,2:4,0:0,8:5,6:9,0:1,4:3,1:1,1:0,3:1,0:0,0:1,3616
7:3,2:4,20:14,11:13,8:9,0:3,20:18,6:7,17:13,0:0,3:10,5:1,6:2,0:0,0:0,10:4,0:0,0:0,12:12,7:5,0:0,3:1,1:3,0:0,0:0,0:0,3616
0:0,1:2,38:30,0:0,30:25,0:1,14:12,6:4,54:58,1:1,0:2,3:7,11:9,0:1,3:3,2:3,1:1,1:2,7:10,1:1,10:6,5:5,0:0,1:1,0:2,3:1,3616
27:20,3:6,9:4,21:25,17:14,9:5,5:11,7:9,73:64,2:1,1:2,0:0,9:20,0:0,1:2,35:25,0:1,3:3,4:3,0:0,1:0,28:20,5:6,3:6,0:1,2:2,3616
0:0,0:0,0:0,0:0,0:0,3:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,3615
0:0,1:0,0:0,0:1,1:0,0:0,2:1,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,0:0,1:0,0:0,0:0,0:0,1:0,0:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,1:0,0:0,1:0,0:0,0:0,0:0,0:0,3615
0:1,0:0,1:0,0:1,3:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,0:0,0:0,1:1,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,1:0,0:0,0:0,1:0,0:0,0:0,5:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,0:0,11:1,0:0,0:0,1:1,0:0,0:0,3:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,3540
0:0,0:0,0:0,0:0,4:1,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,1:0,3615
0:0,0:0,0:0,0:1,0:0,0:1,0:1,1:1,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3615
10:2,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
1:1,0:0,0:0,0:0,2:0,2:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:2,0:0,0:0,0:0,0:0,0:0,3615
0:0,1:0,1:0,3:1,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,3615
0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,7:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,2:2,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:4,0:0,0:0,0:0,3615
2:1,1:1,0:1,0:0,0:1,0:0,1:1,1:1,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,0:0,0:0,1:1,4:3,0:0,0:0,0:0,0:0,0:0,0:0,1:0,2:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3615
1:1,0:0,0:0,0:0,3:1,5:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,11:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,1:0,0:0,1:0,1:0,0:0,0:1,0:0,1:4,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,3:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,0:0,0:0,0:0,0:0,14:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,2:2,0:0,0:1,0:0,0:0,2:2,0:3,0:0,0:0,0:0,0:0,2:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,0:1,0:0,0:0,0:0,0:0,2:2,3:3,0:1,0:0,1:2,0:0,0:1,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,3615
4:3,0:2,0:0,0:0,0:1,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,5:1,0:0,1:0,0:0,0:0,0:0,0:0,3615
0:0,2:3,0:0,0:0,2:1,0:0,2:2,5:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,0:0,1:1,1:0,2:0,5:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:1,3:0,0:0,0:0,2:0,2:1,0:0,1:1,0:0,0:0,0:0,0:0,3615
0:0,0:0,0:1,0:0,0:0,14:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
1:0,0:0,0:1,0:0,2:2,5:2,0:0,4:1,0:1,0:1,0:0,0:0,0:1,0:0,0:0,1:1,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:3,0:0,0:0,0:0,0:0,12:12,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
0:0,1:2,0:0,0:1,0:0,0:0,0:1,3:1,0:0,1:0,1:0,0:0,0:0,2:3,1:0,1:0,0:0,0:0,1:0,2:1,4:0,0:2,0:0,0:0,0:0,0:0,3615
0:1,0:0,1:1,0:0,0:0,17:9,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,3615
0:0,0:0,0:0,0:0,0:0,14:8,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:10,0:0,0:0,3615
0:0,0:0,1:0,0:0,3:1,0:1,2:2,0:0,4:3,0:0,0:0,0:0,1:3,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,6:1,0:1,0:0,3615
0:0,0:0,0:1,0:0,0:1,14:16,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4:1,0:0,0:0,0:0,0:0,3615
0:0,0:1,1:1,3:2,0:0,0:0,0:0,2:2,8:7,0:0,0:0,0:0,0:0,0:0,0:0,5:3,0:0,0:0,2:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
4:2,0:0,3:2,0:2,7:6,2:2,0:1,0:1,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:1,0:1,0:0,0:1,0:0,0:0,0:0,0:0,3615
14:8,0:0,3:2,1:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:1,1:0,0:0,1:1,0:0,0:0,4:5,0:0,0:0,0:0,0:0,3615
3:2,0:0,0:3,3:4,1:0,4:4,1:3,0:0,3:5,0:0,0:0,0:0,0:2,0:0,0:1,1:1,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3615
0:0,0:0,0:2,0:0,0:0,27:14,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
2:1,1:0,0:1,1:1,1:2,0:1,3:0,7:3,3:1,1:1,1:1,0:0,1:1,0:0,0:0,1:1,0:0,3:1,3:0,0:0,0:0,0:0,2:0,0:0,1:0,0:0,3615
1:0,0:1,0:0,4:1,3:2,0:1,0:0,1:0,15:8,0:0,0:0,1:0,0:0,0:0,0:0,1:0,0:0,2:0,3:2,1:1,0:0,0:0,0:1,1:1,0:0,0:0,3615
0:0,0:0,1:1,13:17,0:0,0:0,0:1,1:0,1:3,0:0,1:2,0:0,0:1,0:0,0:0,1:1,0:0,0:0,2:4,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3615
0:1,0:0,2:0,3:2,9:7,1:2,0:0,0:0,1:2,0:0,0:0,1:1,0:0,0:0,0:0,3:2,0:0,0:0,8:3,0:0,0:0,1:2,0:0,0:0,0:0,0:0,3615
0:0,9:11,0:0,0:1,0:1,0:0,1:1,4:8,0:2,0:3,1:1,0:0,0:2,0:0,0:0,0:1,0:0,0:2,1:1,0:0,0:0,0:0,0:2,0:0,0:0,0:0,3615
15:12,0:2,0:0,1:0,0:0,0:0,6:5,0:2,1:1,0:0,0:2,0:0,0:1,0:0,0:0,0:1,0:0,1:0,1:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,3615
3:1,1:0,16:7,2:1,0:1,0:0,1:3,0:1,5:3,0:0,2:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,2:0,0:0,0:0,0:0,0:0,3615
0:1,0:0,0:0,1:1,11:6,0:0,0:0,0:0,0:0,5:4,0:0,0:0,11:7,0:0,0:0,0:1,0:0,0:1,2:2,0:0,0:0,0:0,0:0,0:0,0:1,1:0,3615
1:2,0:0,0:0,2:0,1:0,1:0,0:0,0:0,2:1,0:0,0:0,1:0,0:0,0:0,0:0,12:5,0:0,0:0,15:12,0:0,0:0,1:0,0:0,0:0,0:0,0:0,3615
1:1,4:4,0:1,0:0,1:0,8:6,0:0,11:10,4:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,1:1,0:0,0:0,2:1,0:0,0:0,0:0,0:0,3615
0:1,0:0,3:0,0:2,2:2,5:10,21:13,0:0,1:1,0:1,0:0,3:0,1:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,1:0,3615
0:0,6:1,0:0,0:0,0:0,0:0,5:2,0:0,0:0,0:0,6:2,0:0,22:11,0:0,0:0,0:0,0:0,0:0,0:0,0:0,11:4,0:0,0:0,0:0,0:0,0:0,3615
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,47:27,3615
10:6,3:1,7:2,2:1,2:2,3:3,2:0,0:1,4:2,0:0,1:2,3:1,0:1,0:0,0:0,2:2,0:0,0:0,8:7,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3615
0:1,9:4,0:0,2:0,0:1,0:0,15:6,8:6,0:1,0:1,6:3,1:0,1:0,1:1,0:0,1:0,0:0,2:1,1:1,0:0,1:0,0:0,2:1,1:0,2:0,0:0,3615
0:1,1:1,0:0,2:0,4:2,1:0,2:2,10:14,1:0,1:1,4:2,0:0,10:5,0:0,1:1,0:1,0:0,3:3,0:2,0:0,0:0,0:2,1:0,1:1,1:0,0:1,3615
3:3,1:3,4:4,6:4,0:1,3:3,0:0,7:3,4:5,0:0,1:4,0:0,2:1,0:0,3:4,1:1,3:0,0:0,3:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
2:3,1:1,0:0,0:1,2:1,1:1,2:1,28:19,4:3,0:0,0:0,0:0,2:2,0:0,1:0,4:0,0:0,1:0,5:7,0:0,0:0,0:1,0:1,0:0,0:1,0:0,3615
2:2,0:0,10:12,0:0,0:1,22:14,0:0,1:0,2:4,1:1,0:1,1:0,0:0,0:0,0:0,1:0,1:0,0:1,1:1,9:5,0:0,1:1,0:0,0:0,1:0,0:0,3615
1:1,7:7,1:2,4:4,2:0,1:0,5:4,11:11,5:3,1:3,5:5,0:1,1:2,0:1,0:0,1:0,0:3,1:0,0:1,1:0,2:0,0:1,2:3,0:0,0:1,4:6,3615
49:44,0:0,0:0,0:0,0:0,0:0,11:11,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:2,0:0,0:0,3615
1:1,1:0,1:1,0:1,4:3,5:4,8:5,33:12,6:3,3:1,4:3,0:0,0:0,0:0,0:0,2:1,0:0,1:1,4:3,0:0,1:0,2:2,2:1,0:0,0:0,0:0,3615
8:5,0:0,7:4,0:0,6:5,30:20,0:0,0:0,9:8,0:0,0:0,2:1,0:0,0:0,0:0,5:2,0:0,0:0,5:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3615
0:0,0:0,9:8,0:0,0:1,43:40,0:0,0:0,8:11,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:4,1:1,0:0,0:0,0:0,3615
1:0,0:2,1:2,3:2,1:0,0:0,0:3,0:0,6:13,51:25,0:4,0:0,0:1,0:0,0:0,5:8,0:0,0:0,1:0,0:0,0:0,3:2,0:1,0:1,0:0,1:0,3615
0:2,18:9,7:2,4:1,3:4,0:0,10:6,12:6,2:2,2:2,16:11,2:2,2:1,0:0,3:2,1:0,1:0,1:1,1:1,0:0,0:1,0:1,1:0,0:2,1:2,0:0,3615
4:8,6:5,2:3,0:0,1:2,1:2,6:5,7:9,1:3,0:0,1:0,0:0,5:4,0:1,0:0,5:15,0:0,0:0,3:12,0:0,0:0,21:19,0:2,0:0,0:0,0:0,3615
2:0,4:3,0:0,4:2,7:7,2:4,20:17,1:0,19:33,0:0,6:5,2:1,3:1,0:0,0:1,5:4,0:0,0:1,2:2,6:3,0:0,0:0,0:1,0:1,1:0,0:0,3615
8:7,1:1,19:7,8:13,9:11,9:8,4:2,4:2,4:7,0:2,0:1,2:1,0:0,0:0,0:0,8:5,0:0,1:1,21:20,6:6,0:0,1:3,1:1,1:0,0:2,0:0,3615
4:4,0:0,11:14,1:0,0:0,64:53,0:0,0:0,0:2,0:0,0:0,3:1,0:0,0:0,0:4,7:13,0:0,0:0,4:5,1:2,0:0,6:5,0:0,1:0,0:0,2:3,3615
13:13,2:3,4:2,10:8,1:2,41:27,1:1,0:0,5:1,8:11,4:12,2:3,1:2,0:1,2:6,0:1,0:2,2:2,5:7,8:4,0:1,1:1,2:9,4:4,0:2,0:0,3615
3:9,0:0,19:13,0:0,0:3,79:77,0:0,0:0,5:6,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,2:3,0:0,0:0,14:12,0:0,0:0,0:0,0:0,3615
1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,135:108,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3615
6:5,5:4,2:2,4:3,2:2,6:6,20:25,26:27,21:22,51:19,3:4,2:0,1:2,1:0,0:2,6:3,1:1,3:1,3:5,0:0,0:1,3:2,2:0,1:0,0:1,0:0,3615
6:5,23:18,1:1,7:1,18:5,4:1,5:5,25:39,5:3,11:13,1:1,4:2,9:10,1:3,1:1,6:4,5:6,4:3,11:8,4:5,1:3,2:2,8:6,4:2,1:4,10:12,3615
4:8,0:0,115:108,0:0,0:1,65:60,0:0,1:3,3:7,0:0,0:0,1:1,0:0,0:0,0:0,5:6,0:0,0:0,8:11,0:0,0:0,3:6,0:0,0:0,0:0,0:0,3615
0:0,0:1,0:0,0:0,1:2,0:0,3:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3614
0:0,0:0,0:0,0:0,0:0,8:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3614
0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:2,2:3,0:0,0:0,0:0,0:0,0:0,0:0,3614
0:0,1:0,0:1,0:0,1:1,0:0,1:3,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3614
1:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,2:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3614
0:0,0:2,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:1,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,3614
0:0,0:0,1:0,1:0,0:0,0:0,4:3,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3614
0:0,2:1,0:1,1:0,0:1,0:0,2:1,0:0,0:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3614
0:0,0:0,2:1,0:0,0:0,0:0,1:1,1:0,2:4,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,3614
0:0,0:0,1:0,3:3,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,4:3,0:0,0:0,1:0,0:0,0:0,0:0,0:0,3614
0:1,0:1,0:1,1:0,0:1,0:0,1:0,2:6,1:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,3614
0:1,3:2,0:0,0:0,0:2,0:0,0:4,1:3,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,3614
0:1,0:0,1:0,0:0,0:0,7:12,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,3614
0:0,0:0,0:0,0:0,0:0,0:0,3:3,0:0,1:0,0:0,7:3,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,1:0,0:0,0:0,1:1,0:0,0:0,0:0,3614
0:0,0:0,0:0,0:0,3:0,5:3,1:0,0:0,0:0,0:0,5:1,0:0,0:0,0:0,0:1,0:0,0:0,0:1,1:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,3614
0:1,0:0,0:0,0:0,9:1,0:2,0:0,0:1,1:3,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3614
0:0,1:0,0:0,1:0,0:0,0:0,5:4,3:0,0:0,0:0,4:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,3614
0:0,0:0,0:0,0:0,0:0,1:0,12:10,1:0,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,3614
1:0,0:0,0:0,0:2,1:0,1:0,0:1,1:0,3:1,2:2,1:1,2:0,0:0,0:0,0:0,0:0,1:0,4:0,0:1,0:0,1:0,0:0,0:1,1:0,2:1,2:0,3614
0:0,2:2,1:0,0:0,0:0,0:0,3:2,2:0,0:0,1:0,1:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,8:8,0:0,0:0,0:0,3614
0:0,0:0,0:0,0:0,0:0,9:9,3:2,0:0,0:0,0:0,6:1,0:0,1:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3614
2:3,0:1,0:1,0:0,1:0,0:0,1:3,6:2,3:1,0:0,2:2,0:0,1:0,0:0,0:0,0:0,0:0,1:2,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3614
6:3,0:0,0:2,0:0,1:2,1:0,0:0,0:0,6:8,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,3:0,0:0,0:0,0:0,0:0,3614
2:4,2:2,0:1,0:2,1:3,3:1,0:0,1:0,5:1,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,2:2,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3614
0:0,1:1,0:0,1:0,0:2,0:0,5:5,4:4,4:2,0:0,1:0,0:0,0:0,0:0,0:0,1:0,0:0,0:1,1:1,0:0,1:0,0:1,0:0,0:0,0:0,0:0,3614
1:2,0:0,3:8,0:0,0:2,0:0,1:2,0:0,0:2,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,1:0,0:1,2:2,0:0,0:0,2:4,0:0,0:0,0:0,3614
0:1,0:1,0:0,0:0,1:2,1:1,0:0,0:0,19:11,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3614
0:1,3:0,0:1,0:0,0:3,0:0,0:1,10:3,1:1,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:2,0:0,0:0,5:4,0:0,0:0,0:0,0:0,3614
0:0,1:2,0:0,1:2,0:2,0:0,2:1,5:7,1:2,2:1,1:1,1:0,0:0,0:1,0:0,1:0,1:1,2:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3614
