D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,Moira,hours,rank
1:0,0:0,3:5,0:0,0:0,41:47,0:0,0:0,0:1,0:0,0:0,0:2,0:0,0:0,0:0,0:0,2:3,0:0,2:1,1:0,0:0,1:3,0:0,0:0,0:3,23:10,1:0,Updated : 29 Hours Ago,3466
1:2,3:4,2:3,4:2,2:1,0:1,24:20,16:9,0:2,7:4,3:6,0:2,2:3,8:6,0:0,0:1,0:0,1:3,3:0,0:0,0:1,0:1,0:1,1:0,1:2,0:0,0:0,Updated : 4 Hours Ago,3466
2:5,7:7,3:3,6:3,3:6,4:5,4:7,18:18,7:4,2:6,3:10,0:2,0:1,1:1,3:4,7:5,0:2,2:2,3:4,1:1,0:2,0:1,1:2,2:2,1:3,0:2,1:1,Updated : 60 Hours Ago,3466
1:5,0:0,11:9,18:12,2:3,17:22,0:0,0:1,3:7,0:2,0:1,1:1,0:0,0:0,0:1,13:8,1:1,0:0,35:28,0:0,0:0,2:5,0:0,0:0,0:1,0:1,0:0,Updated : 36 Hours Ago,3466
0:2,2:2,0:1,0:0,57:43,1:3,3:3,1:2,33:42,0:0,1:3,0:1,0:1,0:0,0:0,0:0,0:0,1:1,0:2,0:0,0:1,4:2,1:1,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3466
6:20,19:25,6:15,10:13,13:15,9:15,92:37,16:19,29:31,28:14,44:48,4:10,56:11,1:6,5:9,2:9,3:8,5:12,6:17,0:0,4:6,1:5,9:20,2:6,5:12,1:7,0:0,Updated : 135 Hours Ago,3466
5:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3465
1:2,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,1:2,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 38 Hours Ago,3465
1:0,0:0,0:0,0:2,1:1,0:0,3:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 83 Hours Ago,3465
0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:3,0:1,0:0,0:0,0:0,Updated : 38 Hours Ago,3465
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,3:3,0:0,0:0,0:0,0:0,Updated : 32 Hours Ago,3465
0:0,0:0,1:1,2:1,0:1,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3465
0:1,0:0,0:0,0:0,0:0,1:0,0:0,1:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,3465
0:0,0:0,0:0,0:0,0:0,0:0,0:0,5:2,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,3465
1:1,0:0,0:0,2:0,0:0,0:1,0:0,4:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,3465
0:1,1:0,2:0,1:0,1:0,0:0,1:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,1:0,0:0,1:0,0:0,Updated : 26 Hours Ago,3465
0:0,0:0,0:0,0:0,1:0,0:0,3:3,1:0,1:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 40 Hours Ago,3465
0:0,0:0,0:0,0:0,0:0,0:0,1:0,3:2,0:0,1:1,0:2,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 35 Hours Ago,3465
0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,8:2,0:0,0:0,0:0,0:0,0:0,0:0,8:2,Updated : 26 Hours Ago,3465
0:0,0:0,0:0,0:0,1:1,1:1,0:0,1:0,1:1,0:1,0:0,0:0,1:1,0:0,0:0,0:1,0:0,0:0,0:0,1:0,1:0,0:0,0:0,0:0,0:0,0:0,1:0,Updated : 27 Hours Ago,3465
0:0,0:0,0:0,2:2,0:0,0:1,0:1,0:0,1:1,0:1,0:0,2:0,0:0,0:0,1:0,0:1,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3465
0:0,0:0,1:0,0:0,3:2,0:0,0:0,0:0,4:3,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3465
0:2,0:1,0:0,1:2,0:1,2:0,0:0,0:0,2:2,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 38 Hours Ago,3465
0:0,1:2,0:0,0:0,0:1,0:0,3:4,3:3,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,3465
0:1,0:1,0:1,0:1,3:0,0:0,0:1,1:2,0:0,0:0,0:0,0:1,1:0,3:2,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 33 Hours Ago,3465
0:0,0:0,0:3,1:0,0:1,0:0,1:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:10,0:0,0:0,0:0,Updated : 26 Hours Ago,3465
0:0,0:0,0:0,0:0,0:0,0:0,6:6,5:2,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 42 Hours Ago,3465
0:1,1:0,1:0,0:0,0:0,1:0,1:1,3:1,0:2,0:1,0:2,0:0,0:1,0:0,0:0,0:1,0:0,1:0,1:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 34 Hours Ago,3465
0:0,2:4,1:0,0:0,0:1,0:0,0:1,3:2,3:2,0:1,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3465
0:0,2:4,0:1,0:0,0:1,0:0,3:1,1:2,0:0,1:0,8:2,0:0,0:0,0:0,0:0,1:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 14 Hours Ago,3465
0:0,0:0,1:0,1:3,11:4,0:0,0:0,1:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,12:5,0:0,0:0,1:2,0:0,0:0,1:0,1:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,3465
2:2,0:0,0:0,6:5,3:2,3:1,1:0,0:0,2:0,3:1,0:0,0:1,0:0,0:0,0:0,5:4,0:0,1:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 29 Hours Ago,3465
0:1,0:0,1:0,0:0,0:0,21:20,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 35 Min. Ago,3465
1:2,1:0,4:4,3:1,0:1,6:16,0:2,1:1,1:1,1:2,0:2,1:3,1:2,0:1,0:0,1:0,0:0,0:1,3:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 181 Hours Ago,3465
2:0,2:6,0:0,0:0,6:3,4:0,1:2,0:1,3:7,1:1,0:1,1:1,1:1,0:0,0:0,1:0,0:0,1:1,9:8,0:0,1:0,0:0,1:2,1:1,0:0,0:0,0:0,Updated : 29 Hours Ago,3465
0:1,0:0,0:0,25:23,0:1,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:5,0:1,0:0,4:2,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,Updated : 30 Hours Ago,3465
0:0,0:0,1:0,0:1,16:7,0:0,9:3,1:0,1:2,7:2,6:0,0:0,0:0,0:0,0:0,2:3,0:0,0:0,4:2,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 2 Hours Ago,3465
3:4,4:3,0:1,3:0,0:0,2:0,1:4,0:2,8:8,0:3,4:4,0:1,1:0,0:0,0:0,1:0,1:1,1:0,1:1,0:0,3:1,1:2,0:2,0:2,0:0,1:0,0:0,Updated : 32 Hours Ago,3465
9:7,0:1,1:1,0:0,8:3,0:0,0:1,1:2,1:4,0:1,0:1,0:0,1:1,0:1,0:0,6:3,0:0,0:0,7:7,0:0,0:1,2:3,0:1,0:1,0:0,0:0,0:0,Updated : 29 Hours Ago,3465
0:1,2:4,0:0,7:6,6:1,0:0,1:7,9:6,6:5,0:0,0:0,0:0,1:2,0:0,0:0,2:2,0:0,1:0,0:0,0:0,0:0,3:2,2:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,3465
1:1,0:0,0:0,0:0,0:0,44:29,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,3465
3:4,4:3,0:1,3:0,0:0,2:0,1:4,0:2,8:8,0:3,4:4,0:1,1:0,0:0,0:0,1:0,1:1,1:0,1:1,0:0,3:1,1:2,0:2,0:2,0:0,1:0,0:0,Updated : 32 Hours Ago,3465
9:7,0:1,1:1,0:0,8:3,0:0,0:1,1:2,1:4,0:1,0:1,0:0,1:1,0:1,0:0,6:3,0:0,0:0,7:7,0:0,0:1,2:3,0:1,0:1,0:0,0:0,0:0,Updated : 29 Hours Ago,3465
0:1,2:4,0:0,7:6,6:1,0:0,1:7,9:6,6:5,0:0,0:0,0:0,1:2,0:0,0:0,2:2,0:0,1:0,0:0,0:0,0:0,3:2,2:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,3465
1:1,0:0,0:0,0:0,0:0,44:29,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,3465
0:2,0:2,0:0,0:0,0:1,0:0,0:2,38:26,0:0,1:0,3:3,0:0,1:1,0:0,0:0,0:1,0:0,0:1,2:4,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 6 Hours Ago,3465
4:1,1:1,11:3,1:4,5:5,8:5,2:1,2:1,2:5,0:1,0:0,1:0,0:0,0:0,0:0,2:3,0:0,0:1,10:13,0:0,0:0,0:3,1:0,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3465
4:3,3:3,4:3,6:4,4:0,2:5,1:3,4:6,3:6,1:0,1:0,1:0,0:0,0:0,0:1,3:5,0:0,0:0,12:9,0:0,0:0,2:1,1:1,0:1,0:1,0:0,0:0,Updated : 28 Hours Ago,3465
0:1,0:0,11:10,0:1,1:0,13:19,0:1,0:1,32:21,0:0,0:0,0:0,0:0,0:0,0:0,3:3,0:1,0:0,2:2,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 29 Hours Ago,3465
6:1,6:8,2:0,2:4,5:1,3:0,3:4,4:4,16:4,2:0,4:6,0:1,3:3,2:0,2:1,1:0,1:1,3:1,3:2,0:0,1:0,0:2,8:3,2:1,2:1,2:0,0:0,Updated : 76 Hours Ago,3465
0:0,0:4,0:2,4:3,0:1,0:0,1:2,3:6,0:0,45:41,1:1,0:3,1:1,2:2,0:1,0:2,1:1,3:1,0:1,0:0,0:2,0:2,0:2,0:2,0:2,0:1,0:0,Updated : 22 Hours Ago,3465
4:9,3:5,1:1,0:0,0:0,66:42,0:0,0:0,0:1,2:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4:2,0:0,0:0,0:0,0:0,0:0,Updated : 40 Hours Ago,3465
6:4,2:2,3:1,5:2,11:2,2:2,3:3,14:13,9:12,0:1,0:0,0:1,6:4,0:0,0:0,11:9,0:0,1:2,11:11,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3465
0:0,0:0,21:11,0:0,0:0,41:41,0:0,0:0,5:7,0:0,0:0,0:0,0:0,0:0,0:0,8:8,0:0,0:0,8:15,0:0,0:0,4:4,0:0,0:0,0:0,0:1,0:0,Updated : 56 Hours Ago,3465
0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,3464
0:0,0:0,0:0,0:0,0:1,0:3,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,Updated : 29 Hours Ago,3464
0:0,0:0,2:0,0:0,0:0,7:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3464
0:0,0:1,0:0,0:0,0:0,0:0,0:0,3:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 327 Hours Ago,3464
0:0,0:0,0:0,0:0,0:0,0:0,1:0,3:5,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3464
0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:2,0:0,1:1,0:0,1:1,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,3464
1:0,0:0,0:0,1:1,0:1,0:0,0:1,1:3,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,3464
0:0,3:4,0:1,0:0,0:1,0:0,0:1,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,3464
0:0,0:0,0:0,5:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,3464
0:0,0:1,0:0,0:0,0:0,0:0,3:2,3:2,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3464
0:0,0:0,0:0,0:0,1:2,0:0,1:2,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,1:2,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,3464
0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:1,1:1,0:0,1:0,0:0,0:1,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,1:0,2:1,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,3464
0:0,2:2,0:0,0:0,0:0,0:0,2:2,3:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3464
0:0,1:2,0:0,0:0,1:1,0:0,2:2,0:0,0:2,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Min. Ago,3464
3:2,0:0,0:0,0:0,0:1,2:1,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 38 Hours Ago,3464
0:0,0:0,0:0,6:9,0:1,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3464
0:0,0:0,0:0,0:0,0:0,9:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3464
0:0,0:0,1:3,0:1,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:1,0:0,0:0,0:0,0:4,1:0,0:0,1:0,0:0,0:0,1:1,1:0,0:0,0:0,1:0,0:0,Updated : 50 Hours Ago,3464
2:0,0:0,0:0,1:0,1:1,3:7,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 101 Hours Ago,3464
0:0,5:1,0:0,0:0,0:0,0:0,2:1,0:0,0:0,1:0,5:1,0:0,0:0,0:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 28 Hours Ago,3464
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:3,0:0,1:1,4:4,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,3:3,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,3464
1:0,0:0,0:1,0:0,1:1,1:1,2:0,0:0,7:3,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,3464
1:0,0:1,0:1,2:2,1:2,0:1,0:0,1:1,0:2,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 40 Hours Ago,3464
0:0,1:0,0:0,1:0,1:0,0:0,10:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,2:0,0:0,0:0,0:0,Updated : 41 Hours Ago,3464
0:0,0:0,0:1,0:0,0:0,14:7,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,3464
0:0,4:0,0:0,0:2,2:1,1:0,2:0,1:1,1:0,0:1,1:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 30 Hours Ago,3464
0:0,2:2,0:0,1:0,0:0,0:0,7:2,3:1,0:0,0:2,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3464
0:1,6:1,0:0,0:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,5:1,0:0,1:3,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,Updated : 40 Hours Ago,3464
2:0,1:0,5:1,1:1,1:0,2:0,1:1,4:1,0:0,0:0,0:0,1:0,1:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,1:0,1:0,0:0,Updated : 26 Hours Ago,3464
1:4,0:1,0:1,0:1,1:4,1:2,0:2,1:2,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3464
1:2,0:0,4:1,0:0,0:0,1:0,10:4,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 36 Hours Ago,3464
0:1,0:0,1:1,2:3,2:2,0:1,0:0,5:5,0:1,0:0,0:0,0:0,1:0,0:0,0:1,0:0,0:0,0:0,1:3,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,3464
1:1,5:8,2:4,0:1,1:1,0:1,0:2,0:0,1:0,0:0,1:0,0:0,2:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3464
1:2,0:1,0:0,0:0,1:0,1:2,0:1,0:0,2:3,0:1,0:2,0:0,0:1,0:0,0:0,0:0,0:0,0:0,2:0,8:7,0:0,0:0,1:1,0:1,0:0,0:0,8:7,Updated : 32 Hours Ago,3464
4:6,0:1,3:4,1:0,1:2,0:1,1:1,0:2,1:3,0:1,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:1,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,3464
0:1,0:0,0:0,0:0,2:1,1:0,5:2,5:4,3:5,0:0,1:0,0:0,1:0,0:0,1:1,0:1,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,1:0,0:0,0:0,Updated : 75 Hours Ago,3464
1:2,2:0,2:2,3:3,3:2,0:0,2:1,4:1,4:1,0:0,0:1,0:0,0:1,0:0,0:0,0:2,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,3464
0:0,6:2,2:0,1:0,1:2,1:0,5:0,12:3,0:0,0:0,2:1,0:0,0:2,0:0,0:0,0:0,0:0,1:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,3464
0:0,0:1,1:2,1:1,3:4,2:1,0:0,1:2,1:1,1:0,0:0,2:1,0:0,0:0,0:0,1:1,0:0,4:1,3:1,1:3,0:1,0:0,0:0,1:0,0:1,0:0,1:3,Updated : 26 Hours Ago,3464
2:1,0:1,5:2,1:1,4:3,3:2,4:3,0:0,5:7,0:1,0:0,1:1,0:1,0:0,0:0,0:1,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 41 Hours Ago,3464
0:1,5:8,0:1,1:0,2:0,0:0,3:4,3:5,1:0,0:0,3:2,0:1,3:4,0:0,0:0,0:0,1:0,0:2,3:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 9 Min. Ago,3464
0:0,0:0,6:3,0:0,0:0,22:14,0:1,0:0,2:3,0:0,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,2:2,0:0,0:1,0:0,0:0,0:0,Updated : 33 Hours Ago,3464
4:4,0:0,4:4,4:3,9:3,3:5,0:1,0:0,2:4,0:0,0:1,0:1,3:3,0:1,0:0,4:1,0:0,0:0,7:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3464
2:3,0:0,2:1,0:1,2:4,6:8,5:4,2:4,6:1,0:1,0:1,1:0,1:0,0:0,0:0,3:3,1:1,0:1,2:2,2:0,0:0,1:0,5:3,0:1,0:0,0:1,2:0,Updated : 29 Hours Ago,3464
1:0,1:1,2:2,1:1,1:1,3:2,3:1,0:1,10:4,2:2,0:0,0:0,5:1,0:0,0:1,3:0,0:1,3:2,4:2,1:2,2:0,0:1,9:5,0:0,0:1,0:1,1:2,Updated : 36 Hours Ago,3464
0:1,8:5,0:1,0:1,5:4,1:2,1:3,9:8,8:5,0:2,0:0,0:1,1:1,0:0,0:1,0:1,2:1,1:2,2:3,0:0,0:0,1:3,1:1,0:0,1:0,0:0,0:0,Updated : 30 Hours Ago,3464
1:6,0:1,8:4,8:7,1:1,0:1,0:1,0:0,0:2,1:2,1:0,1:2,0:0,0:1,1:0,18:8,0:0,0:0,5:5,1:0,0:0,1:0,0:0,0:0,0:0,0:0,1:0,Updated : 3 Hours Ago,3464
1:0,2:3,0:0,0:1,18:11,0:0,14:17,0:1,0:1,0:0,2:3,0:0,3:6,0:0,0:0,0:0,3:2,0:1,1:1,0:0,1:1,0:0,0:0,1:0,1:0,0:0,0:0,Updated : 31 Hours Ago,3464
0:1,0:0,2:6,1:3,3:5,10:4,0:0,0:1,9:10,3:1,0:0,1:2,0:1,0:0,0:0,2:1,0:0,1:0,1:1,12:13,0:0,2:4,0:0,1:0,0:1,0:0,12:13,Updated : 4 Hours Ago,3464
1:1,0:0,0:1,0:0,0:1,20:9,0:0,0:0,40:31,0:0,0:0,0:0,0:0,0:0,3:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,3464
2:1,1:1,6:4,8:4,0:1,6:9,2:5,4:4,20:9,1:3,1:2,1:0,1:1,3:2,0:0,1:0,0:1,0:0,1:2,0:0,1:0,1:1,0:1,0:0,0:1,0:0,0:0,Updated : 27 Hours Ago,3464
2:3,5:10,19:12,1:1,9:4,2:1,0:0,6:5,1:2,1:1,0:1,2:0,1:1,0:0,1:1,5:3,0:0,0:3,2:2,0:2,0:1,10:8,0:0,0:0,0:1,0:0,0:2,Updated : 32 Hours Ago,3464
0:3,5:4,9:3,2:2,1:3,3:3,3:5,16:18,4:12,5:3,0:1,3:2,2:2,0:0,1:2,1:0,1:1,2:1,0:1,0:0,1:0,1:0,3:2,0:1,1:1,1:0,0:0,Updated : 81 Hours Ago,3464
5:2,6:8,5:6,1:1,3:4,2:2,6:5,10:6,8:11,0:1,2:3,1:0,6:5,0:0,0:0,5:2,1:0,1:0,9:5,0:0,0:0,0:0,0:2,1:0,0:0,0:0,0:0,Updated : 56 Hours Ago,3464
4:4,0:1,4:3,10:6,10:8,5:7,0:2,11:12,11:11,0:0,0:0,2:1,1:1,0:0,0:0,3:4,0:0,1:1,7:7,0:0,0:0,3:2,0:0,0:0,0:0,0:0,0:0,Updated : 149 Hours Ago,3464
8:7,4:5,1:1,12:11,2:1,0:0,37:31,3:4,3:2,0:0,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:2,0:1,0:2,0:0,0:0,Updated : 28 Hours Ago,3464
